locality_name,bhks,per_sq_ft_area,price_per_sq_ft_area,construction_status,price,appt_name,appt_link
south bopal,3,1764,6859,Under Construction,12099276,Ratna Turquoise Grandeure,https://www.makaan.com/ahmedabad/ratna-group-turquoise-grandeure-in-south-bopal-3125438
south bopal,4,4428,9098,Under Construction,40285944,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,3,1937,7532,Under Construction,14589484,Ratna Turquoise Grandeure,https://www.makaan.com/ahmedabad/ratna-group-turquoise-grandeure-in-south-bopal-3125438
south bopal,3,2140,11682,Ready to move,24999480,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,4,2400,9583,Ready to move,22999200,Shivam Serenity Shivam,https://www.makaan.com/ahmedabad/shivam-buildcon-serenity-shivam-in-south-bopal-3407499
south bopal,4,2801,8211,Ready to move,22999011,Ratna Turquoise Grandeure,https://www.makaan.com/ahmedabad/ratna-group-turquoise-grandeure-in-south-bopal-3125438
south bopal,2,1305,6896,Ready to move,8999280,Shivam Serenity Shivam,https://www.makaan.com/ahmedabad/shivam-buildcon-serenity-shivam-in-south-bopal-3407499
south bopal,3,2100,7142,Ready to move,14998200,Saanvi Nirman Solace,https://www.makaan.com/ahmedabad/saanvi-nirman-nirman-solace-in-south-bopal-3382835
south bopal,4,2415,9730,Ready to move,23497950,Elenza Callista,https://www.makaan.com/ahmedabad/elenza-developers-callista-in-south-bopal-3439193
south bopal,4,3285,5022,Ready to move,16497270,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,5,6500,16923,Ready to move,109999500,Saanvi Nirman Solace,https://www.makaan.com/ahmedabad/saanvi-nirman-nirman-solace-in-south-bopal-3382835
south bopal,4,3393,10315,Ready to move,34998795,Saanvi Nirman Solace,https://www.makaan.com/ahmedabad/saanvi-nirman-nirman-solace-in-south-bopal-3382835
south bopal,3,2400,9375,Ready to move,22500000,Saanvi Nirman Solace,https://www.makaan.com/ahmedabad/saanvi-nirman-nirman-solace-in-south-bopal-3382835
south bopal,3,1818,6875,Ready to move,12498750,Saanvi Nirman Solace,https://www.makaan.com/ahmedabad/saanvi-nirman-nirman-solace-in-south-bopal-3382835
south bopal,3,2376,6228,Ready to move,14797728,Saanvi Nirman Solace,https://www.makaan.com/ahmedabad/saanvi-nirman-nirman-solace-in-south-bopal-3382835
south bopal,4,3240,5246,Ready to move,16997040,Saanvi Nirman Solace,https://www.makaan.com/ahmedabad/saanvi-nirman-nirman-solace-in-south-bopal-3382835
south bopal,3,2065,7699,Ready to move,15898435,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,3,1500,4333,Ready to move,6499500,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,4,4464,7000,Under Construction,31248000,New Mansi Empire,https://www.makaan.com/ahmedabad/new-darshan-developers-mansi-empire-in-south-bopal-3349263
south bopal,3,1845,6504,Under Construction,11999880,Shivam Serenity Shivam,https://www.makaan.com/ahmedabad/shivam-buildcon-serenity-shivam-in-south-bopal-3407499
south bopal,2,1170,6666,Ready to move,7799220,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,3,1745,8653,Ready to move,15099485,Ratna Turquoise Grandeure,https://www.makaan.com/ahmedabad/ratna-group-turquoise-grandeure-in-south-bopal-3125438
south bopal,5,4590,9259,Ready to move,42498810,Shivam Serenity Shivam,https://www.makaan.com/ahmedabad/shivam-buildcon-serenity-shivam-in-south-bopal-3407499
south bopal,4,6014,7149,Under Construction,42994086,Ratna Turquoise Grandeure,https://www.makaan.com/ahmedabad/ratna-group-turquoise-grandeure-in-south-bopal-3125438
south bopal,4,3600,9027,Ready to move,32497200,Shivam Serenity Shivam,https://www.makaan.com/ahmedabad/shivam-buildcon-serenity-shivam-in-south-bopal-3407499
south bopal,4,5400,9518,Under Construction,51397200,New Mansi Empire,https://www.makaan.com/ahmedabad/new-darshan-developers-mansi-empire-in-south-bopal-3349263
south bopal,4,5400,6296,Under Construction,33998400,Saanvi Nirman Solace,https://www.makaan.com/ahmedabad/saanvi-nirman-nirman-solace-in-south-bopal-3382835
south bopal,3,2430,6707,Under Construction,16298010,Shivam Serenity Shivam,https://www.makaan.com/ahmedabad/shivam-buildcon-serenity-shivam-in-south-bopal-3407499
south bopal,3,2394,9398,Ready to move,22498812,Saanvi Nirman Solace,https://www.makaan.com/ahmedabad/saanvi-nirman-nirman-solace-in-south-bopal-3382835
south bopal,4,3480,7788,Ready to move,27102240,Privilon Privilion,https://www.makaan.com/ahmedabad/privilon-group-privilion-in-south-bopal-3403859
south bopal,4,2930,8873,Ready to move,25997890,Privilon Privilion,https://www.makaan.com/ahmedabad/privilon-group-privilion-in-south-bopal-3403859
south bopal,3,1760,5568,Under Construction,9799680,Privilon Privilion,https://www.makaan.com/ahmedabad/privilon-group-privilion-in-south-bopal-3403859
south bopal,4,5760,12152,Ready to move,69995520,Privilon Privilion,https://www.makaan.com/ahmedabad/privilon-group-privilion-in-south-bopal-3403859
south bopal,3,2406,8520,Ready to move,20499120,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,4,3720,7526,Under Construction,27996720,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,3,2250,6888,Ready to move,15498000,Shivam Serenity Shivam,https://www.makaan.com/ahmedabad/shivam-buildcon-serenity-shivam-in-south-bopal-3407499
south bopal,3,1430,8857,Ready to move,12665510,Ratna Turquoise Grandeure,https://www.makaan.com/ahmedabad/ratna-group-turquoise-grandeure-in-south-bopal-3125438
south bopal,4,2801,8211,Ready to move,22999011,Swastik Cleirmont,https://www.makaan.com/ahmedabad/swastik-developers-nikol-cleirmont-in-south-bopal-3455683
south bopal,4,3480,9482,Ready to move,32997360,Ratna Turquoise Grandeure,https://www.makaan.com/ahmedabad/ratna-group-turquoise-grandeure-in-south-bopal-3125438
south bopal,2,1400,4285,Ready to move,5999000,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,3,2007,6975,Ready to move,13998825,Shivam Serenity Shivam,https://www.makaan.com/ahmedabad/shivam-buildcon-serenity-shivam-in-south-bopal-3407499
south bopal,3,2000,7750,Ready to move,15500000,Shivam Serenity Shivam,https://www.makaan.com/ahmedabad/shivam-buildcon-serenity-shivam-in-south-bopal-3407499
south bopal,3,2400,9375,Ready to move,22500000,Swastik Cleirmont,https://www.makaan.com/ahmedabad/swastik-developers-nikol-cleirmont-in-south-bopal-3455683
south bopal,3,1260,5158,Ready to move,6499080,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,4,6750,14814,Ready to move,99994500,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,4,3906,8704,Ready to move,33997824,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,4,4546,10998,Ready to move,49996908,Shivam Serenity Shivam,https://www.makaan.com/ahmedabad/shivam-buildcon-serenity-shivam-in-south-bopal-3407499
south bopal,4,3720,7500,Under Construction,27900000,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,4,3690,8292,Under Construction,30597480,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,4,3480,7169,Under Construction,24948120,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,3,2394,12113,Ready to move,28998522,Shivam Serenity Shivam,https://www.makaan.com/ahmedabad/shivam-buildcon-serenity-shivam-in-south-bopal-3407499
south bopal,4,3168,5997,Under Construction,18998496,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,4,3600,9027,Ready to move,32497200,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,3,1350,6666,Ready to move,8999100,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,4,4000,7500,Under Construction,30000000,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,3,1903,7544,Under Construction,14356232,Saanvi Nirman Solace,https://www.makaan.com/ahmedabad/saanvi-nirman-nirman-solace-in-south-bopal-3382835
south bopal,3,1500,5666,Ready to move,8499000,Saanvi Nirman Solace,https://www.makaan.com/ahmedabad/saanvi-nirman-nirman-solace-in-south-bopal-3382835
south bopal,2,1260,7142,Ready to move,8998920,Shivam Serenity Shivam,https://www.makaan.com/ahmedabad/shivam-buildcon-serenity-shivam-in-south-bopal-3407499
south bopal,5,2700,6296,Ready to move,16999200,New Mansi Empire,https://www.makaan.com/ahmedabad/new-darshan-developers-mansi-empire-in-south-bopal-3349263
south bopal,4,3600,7778,Ready to move,28000800,Saanvi Nirman Solace,https://www.makaan.com/ahmedabad/saanvi-nirman-nirman-solace-in-south-bopal-3382835
south bopal,3,2635,8538,Ready to move,22497630,Ratna Turquoise Grandeure,https://www.makaan.com/ahmedabad/ratna-group-turquoise-grandeure-in-south-bopal-3125438
south bopal,3,2400,9375,Ready to move,22500000,Shivam Serenity Shivam,https://www.makaan.com/ahmedabad/shivam-buildcon-serenity-shivam-in-south-bopal-3407499
south bopal,4,3720,7526,Under Construction,27996720,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,3,2442,9828,Ready to move,23999976,Saanvi Nirman Solace,https://www.makaan.com/ahmedabad/saanvi-nirman-nirman-solace-in-south-bopal-3382835
south bopal,3,1861,7560,Under Construction,14069160,Saanvi Nirman Solace,https://www.makaan.com/ahmedabad/saanvi-nirman-nirman-solace-in-south-bopal-3382835
south bopal,3,2100,7142,Ready to move,14998200,Elenza Callista,https://www.makaan.com/ahmedabad/elenza-developers-callista-in-south-bopal-3439193
south bopal,5,4500,9444,Ready to move,42498000,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,4,3600,7777,Under Construction,27997200,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,3,1854,9169,Ready to move,16999326,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,3,2115,8747,Ready to move,18499905,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,3,2250,6888,Ready to move,15498000,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,3,2070,8454,Ready to move,17499780,Shivam Serenity Shivam,https://www.makaan.com/ahmedabad/shivam-buildcon-serenity-shivam-in-south-bopal-3407499
south bopal,3,1945,8483,Ready to move,16499435,Shivam Serenity Shivam,https://www.makaan.com/ahmedabad/shivam-buildcon-serenity-shivam-in-south-bopal-3407499
south bopal,3,2600,8846,Ready to move,22999600,Privilon Privilion,https://www.makaan.com/ahmedabad/privilon-group-privilion-in-south-bopal-3403859
south bopal,3,2442,7862,Under Construction,19199004,Privilon Privilion,https://www.makaan.com/ahmedabad/privilon-group-privilion-in-south-bopal-3403859
south bopal,3,2250,6888,Ready to move,15498000,Privilon Privilion,https://www.makaan.com/ahmedabad/privilon-group-privilion-in-south-bopal-3403859
south bopal,3,2406,7689,Ready to move,18499734,Privilon Privilion,https://www.makaan.com/ahmedabad/privilon-group-privilion-in-south-bopal-3403859
south bopal,4,3677,7206,Ready to move,26496462,Privilon Privilion,https://www.makaan.com/ahmedabad/privilon-group-privilion-in-south-bopal-3403859
south bopal,4,3500,9285,Ready to move,32497500,Saanvi Nirman Solace,https://www.makaan.com/ahmedabad/saanvi-nirman-nirman-solace-in-south-bopal-3382835
south bopal,4,2410,9751,Ready to move,23499910,Saanvi Nirman Solace,https://www.makaan.com/ahmedabad/saanvi-nirman-nirman-solace-in-south-bopal-3382835
south bopal,2,900,6111,Ready to move,5499900,Shivam Serenity Shivam,https://www.makaan.com/ahmedabad/shivam-buildcon-serenity-shivam-in-south-bopal-3407499
south bopal,4,3550,7803,Ready to move,27700650,Shivam Serenity Shivam,https://www.makaan.com/ahmedabad/shivam-buildcon-serenity-shivam-in-south-bopal-3407499
south bopal,4,3810,7796,Ready to move,29702760,Shivam Serenity Shivam,https://www.makaan.com/ahmedabad/shivam-buildcon-serenity-shivam-in-south-bopal-3407499
south bopal,4,3720,7796,Ready to move,29001120,Saanvi Nirman Solace,https://www.makaan.com/ahmedabad/saanvi-nirman-nirman-solace-in-south-bopal-3382835
south bopal,4,3550,7549,Under Construction,26798950,Saanvi Nirman Solace,https://www.makaan.com/ahmedabad/saanvi-nirman-nirman-solace-in-south-bopal-3382835
south bopal,4,3550,7549,Under Construction,26798950,Shivam Serenity Shivam,https://www.makaan.com/ahmedabad/shivam-buildcon-serenity-shivam-in-south-bopal-3407499
south bopal,4,3810,7532,Under Construction,28696920,Privilon Privilion,https://www.makaan.com/ahmedabad/privilon-group-privilion-in-south-bopal-3403859
south bopal,4,3810,7532,Under Construction,28696920,Privilon Privilion,https://www.makaan.com/ahmedabad/privilon-group-privilion-in-south-bopal-3403859
south bopal,4,3745,7530,Under Construction,28199850,Privilon Privilion,https://www.makaan.com/ahmedabad/privilon-group-privilion-in-south-bopal-3403859
south bopal,4,3745,7530,Under Construction,28199850,Privilon Privilion,https://www.makaan.com/ahmedabad/privilon-group-privilion-in-south-bopal-3403859
south bopal,4,3480,7557,Under Construction,26298360,Privilon Privilion,https://www.makaan.com/ahmedabad/privilon-group-privilion-in-south-bopal-3403859
south bopal,4,3480,7557,Under Construction,26298360,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,4,3600,7527,Under Construction,27097200,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,4,3600,7527,Under Construction,27097200,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,4,2256,12432,Under Construction,28046592,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,4,2237,12432,Under Construction,27810384,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,5,3724,9723,Under Construction,36208452,Shree Aastha Avirat,https://www.makaan.com/ahmedabad/shree-bhavani-infra-aastha-avirat-in-south-bopal-3400820
south bopal,4,4286,20053,Under Construction,85947158,Saanvi Nirman Solace,https://www.makaan.com/ahmedabad/saanvi-nirman-nirman-solace-in-south-bopal-3382835
south bopal,4,4464,6048,Under Construction,26998272,Saanvi Nirman Solace,https://www.makaan.com/ahmedabad/saanvi-nirman-nirman-solace-in-south-bopal-3382835
south bopal,4,4464,6048,Under Construction,26998272,Shivam Serenity Shivam,https://www.makaan.com/ahmedabad/shivam-buildcon-serenity-shivam-in-south-bopal-3407499
south bopal,4,4464,6048,Under Construction,26998272,Saanvi Nirman Solace,https://www.makaan.com/ahmedabad/saanvi-nirman-nirman-solace-in-south-bopal-3382835
south bopal,4,4464,6048,Under Construction,26998272,Saanvi Nirman Solace,https://www.makaan.com/ahmedabad/saanvi-nirman-nirman-solace-in-south-bopal-3382835
south bopal,4,4250,7500,Ready to move,31875000,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,4,3850,7500,Ready to move,28875000,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,4,4350,8000,Under Construction,34800000,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,4,3600,6975,Under Construction,25110000,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
south bopal,4,3937,7100,Ready to move,27952700,Reset Good Earth,https://www.makaan.com/ahmedabad/reset-group-good-earth-in-south-bopal-3407529
jodhpur village,4,3810,7500,Ready to move,28575000,Reputed Builder Agrawal Apartments,https://www.makaan.com/ahmedabad/reputed-builder-agrawal-apartments-in-jodhpur-2065972
jodhpur village,4,3475,7485,Ready to move,26010375,Reputed Builder Agrawal Apartments,https://www.makaan.com/ahmedabad/reputed-builder-agrawal-apartments-in-jodhpur-2065972
jodhpur village,4,4290,7500,Under Construction,32175000,Reputed Builder Kirti Sagar Appartments,https://www.makaan.com/ahmedabad/reputed-builder-kirti-sagar-appartments-in-jodhpur-2065730
jodhpur village,4,6014,7150,Ready to move,43000100,Reputed Builder Agrawal Apartments,https://www.makaan.com/ahmedabad/reputed-builder-agrawal-apartments-in-jodhpur-2065972
jodhpur village,4,3480,10057,Ready to move,34998360,Reputed Builder Agrawal Apartments,https://www.makaan.com/ahmedabad/reputed-builder-agrawal-apartments-in-jodhpur-2065972
satellite,4,3906,7500,Under Construction,29295000,Shannon Projects LLP Sierra,https://www.makaan.com/ahmedabad/shannon-projects-llp-sierra-in-satellite-3313520
satellite,4,6161,7500,Under Construction,46207500,Ayaan Essence 171,https://www.makaan.com/ahmedabad/ayaan-abode-llp-essence-171-in-satellite-3364370
satellite,4,5400,8800,Under Construction,47520000,Ratnaakar Halcyon,https://www.makaan.com/ahmedabad/ratnaakar-group-halcyon-in-satellite-1459440
satellite,4,6014,7200,Under Construction,43300800,Exce Vivekanand Arise,https://www.makaan.com/ahmedabad/excel-life-space-vivekanand-arise-in-satellite-3192013
satellite,4,3920,7200,Ready to move,28224000,Deep Indraprasth 6,https://www.makaan.com/ahmedabad/deep-group-of-companies-indraprasth-6-in-satellite-1436352
satellite,4,2796,7250,Under Construction,20271000,Ratnaakar Pristine,https://www.makaan.com/ahmedabad/ratnaakar-infratech-pristine-in-satellite-3123665
satellite,4,4290,7500,Under Construction,32175000,Iscon JP Iscon Park,https://www.makaan.com/ahmedabad/iscon-group-builders-jp-iscon-park-in-satellite-3061427
satellite,4,4290,7500,Under Construction,32175000,Ratnaakar Pristine,https://www.makaan.com/ahmedabad/ratnaakar-infratech-pristine-in-satellite-3123665
satellite,3,1700,7941,Ready to move,13499700,Ayaan Essence 171,https://www.makaan.com/ahmedabad/ayaan-abode-llp-essence-171-in-satellite-3364370
satellite,5,6640,7906,Under Construction,52495840,Deep Indraprasth 6,https://www.makaan.com/ahmedabad/deep-group-of-companies-indraprasth-6-in-satellite-1436352
satellite,3,2144,7929,Ready to move,16999776,Aaryarath Vibgyor,https://www.makaan.com/ahmedabad/aaryarath-developers-vibgyor-in-satellite-3320008
satellite,4,4500,10000,Ready to move,45000000,Aaryarath Vibgyor,https://www.makaan.com/ahmedabad/aaryarath-developers-vibgyor-in-satellite-3320008
satellite,3,1800,9444,Ready to move,16999200,Shannon Projects LLP Sierra,https://www.makaan.com/ahmedabad/shannon-projects-llp-sierra-in-satellite-3313520
satellite,3,2406,8728,Ready to move,20999568,Scarlet Heights,https://www.makaan.com/ahmedabad/scarlet-infrastucture-heights-in-satellite-1438090
satellite,4,2410,9626,Ready to move,23198660,Sheladia Panchgini Appartment,https://www.makaan.com/ahmedabad/sheladia-group-panchgini-appartment-in-satellite-1451618
satellite,3,1790,7262,Ready to move,12998980,Reputed Builder Sagun Castle,https://www.makaan.com/ahmedabad/reputed-builder-sagun-castle-in-satellite-2065782
satellite,4,5845,10692,Under Construction,62494740,Ratnaakar Halcyon,https://www.makaan.com/ahmedabad/ratnaakar-group-halcyon-in-satellite-1459440
satellite,4,5409,19412,Ready to move,104999508,Vraj Vihar 2,https://www.makaan.com/ahmedabad/vraj-realtors-vihar-2-in-satellite-1451616
satellite,4,5500,10909,Ready to move,59999500,NG Asavari Tower,https://www.makaan.com/ahmedabad/ng-group-asavari-tower-in-satellite-1459353
satellite,3,2136,8192,Ready to move,17498112,Kamnath Sepal Residency,https://www.makaan.com/ahmedabad/kamnath-sepal-residency-in-satellite-513172
satellite,3,1413,8846,Ready to move,12499398,Ratnaakar Ratnaakar 4,https://www.makaan.com/ahmedabad/ratnaakar-group-ratnaakar-4-in-satellite-1459354
satellite,3,1400,9642,Ready to move,13498800,Scarlet Heights,https://www.makaan.com/ahmedabad/scarlet-infrastucture-heights-in-satellite-1438090
satellite,3,1764,6972,Under Construction,12298608,Weathercraft Landmark limited and Vishwanath Builders Greencraft Residences,https://www.makaan.com/ahmedabad/weathercraft-landmark-limited-and-vishwanath-builders-greencraft-residences-in-satellite-3086397
satellite,3,2136,7958,Ready to move,16998288,Ratnaakar Pristine,https://www.makaan.com/ahmedabad/ratnaakar-infratech-pristine-in-satellite-3123665
satellite,3,1650,7878,Ready to move,12998700,Ayaan Essence 171,https://www.makaan.com/ahmedabad/ayaan-abode-llp-essence-171-in-satellite-3364370
satellite,4,3393,10315,Ready to move,34998795,Exce Vivekanand Arise,https://www.makaan.com/ahmedabad/excel-life-space-vivekanand-arise-in-satellite-3192013
satellite,3,2140,12383,Ready to move,26499620,Aaryarath Vibgyor,https://www.makaan.com/ahmedabad/aaryarath-developers-vibgyor-in-satellite-3320008
satellite,4,4600,8000,Under Construction,36800000,Reputed Builder Skylark Apartment,https://www.makaan.com/ahmedabad/reputed-builder-skylark-apartment-in-satellite-1517831
satellite,4,4680,8504,Under Construction,39798720,Deep Indraprasth 6,https://www.makaan.com/ahmedabad/deep-group-of-companies-indraprasth-6-in-satellite-1436352
satellite,4,5400,8203,Under Construction,44296200,Weathercraft Landmark limited and Vishwanath Builders Greencraft Residences,https://www.makaan.com/ahmedabad/weathercraft-landmark-limited-and-vishwanath-builders-greencraft-residences-in-satellite-3086397
satellite,2,1125,5777,Ready to move,6499125,Goyal Plaza,https://www.makaan.com/ahmedabad/goyal-and-co-hariyana-group-plaza-in-satellite-1438256
satellite,3,2787,10046,Ready to move,27998202,Scarlet Heights,https://www.makaan.com/ahmedabad/scarlet-infrastucture-heights-in-satellite-1438090
satellite,5,5190,8188,Ready to move,42495720,Ayaan Essence 171,https://www.makaan.com/ahmedabad/ayaan-abode-llp-essence-171-in-satellite-3364370
satellite,3,2400,9375,Ready to move,22500000,Scarlet Heights,https://www.makaan.com/ahmedabad/scarlet-infrastucture-heights-in-satellite-1438090
satellite,3,2400,12083,Ready to move,28999200,Ratnaakar Halcyon,https://www.makaan.com/ahmedabad/ratnaakar-group-halcyon-in-satellite-1459440
satellite,4,6014,8912,Under Construction,53596768,Ratnaakar Ratnaakar 4,https://www.makaan.com/ahmedabad/ratnaakar-group-ratnaakar-4-in-satellite-1459354
satellite,4,4350,8850,Ready to move,38497500,Shivalik Sanjay Tower,https://www.makaan.com/ahmedabad/shivalik-projects-sanjay-tower-in-satellite-1436350
satellite,4,4350,9034,Ready to move,39297900,Ratnaakar Pristine,https://www.makaan.com/ahmedabad/ratnaakar-infratech-pristine-in-satellite-3123665
satellite,3,1745,8653,Ready to move,15099485,Ratnaakar Pristine,https://www.makaan.com/ahmedabad/ratnaakar-infratech-pristine-in-satellite-3123665
satellite,4,2930,8191,Ready to move,23999630,Ayaan Essence 171,https://www.makaan.com/ahmedabad/ayaan-abode-llp-essence-171-in-satellite-3364370
satellite,3,2406,7896,Ready to move,18997776,Shafalya The Verity,https://www.makaan.com/ahmedabad/shafalya-group-the-verity-in-satellite-3359970
satellite,3,2394,11069,Ready to move,26499186,Safal Sameep,https://www.makaan.com/ahmedabad/safal-constructions-sameep-in-satellite-652222
satellite,3,2395,9185,Under Construction,21998075,Ratnaakar Ratnaakar 4,https://www.makaan.com/ahmedabad/ratnaakar-group-ratnaakar-4-in-satellite-1459354
satellite,3,2442,8599,Under Construction,20998758,Sambhav Kalpvriksha,https://www.makaan.com/ahmedabad/sambhav-infrastructure-kalpvriksha-in-satellite-1451725
satellite,4,3393,10020,Ready to move,33997860,Reputed Builder Sagun Castle,https://www.makaan.com/ahmedabad/reputed-builder-sagun-castle-in-satellite-2065782
satellite,4,3820,8193,Under Construction,31297260,Scarlet Heights,https://www.makaan.com/ahmedabad/scarlet-infrastucture-heights-in-satellite-1438090
satellite,4,3906,7629,Under Construction,29798874,Iscon JP Iscon Park,https://www.makaan.com/ahmedabad/iscon-group-builders-jp-iscon-park-in-satellite-3061427
satellite,4,3727,8317,Ready to move,30997459,Scarlet Heights,https://www.makaan.com/ahmedabad/scarlet-infrastucture-heights-in-satellite-1438090
satellite,3,2000,7500,Ready to move,15000000,Safal Sameep,https://www.makaan.com/ahmedabad/safal-constructions-sameep-in-satellite-652222
satellite,3,2400,9375,Ready to move,22500000,Ratnaakar Ratnaakar 4,https://www.makaan.com/ahmedabad/ratnaakar-group-ratnaakar-4-in-satellite-1459354
satellite,3,2700,4629,Ready to move,12498300,Goyal Orchid Park,https://www.makaan.com/ahmedabad/goyal-and-co-hariyana-group-orchid-park-in-satellite-1445294
satellite,3,2100,7142,Ready to move,14998200,Sun Sun Divine 2,https://www.makaan.com/ahmedabad/sun-builders-sun-divine-2-in-satellite-652149
satellite,3,1818,7260,Ready to move,13198680,Pramukh Residency,https://www.makaan.com/ahmedabad/builder-pramukh-residency-in-satellite-1517528
satellite,4,3393,10315,Ready to move,34998795,Ratnaakar Ratnaakar 4,https://www.makaan.com/ahmedabad/ratnaakar-group-ratnaakar-4-in-satellite-1459354
satellite,4,3470,11959,Ready to move,41497730,Ratnaakar Halcyon,https://www.makaan.com/ahmedabad/ratnaakar-group-halcyon-in-satellite-1459440
satellite,3,1850,7567,Ready to move,13998950,Scarlet Heights,https://www.makaan.com/ahmedabad/scarlet-infrastucture-heights-in-satellite-1438090
satellite,4,3550,8197,Under Construction,29099350,Goyal Vishal Residency,https://www.makaan.com/ahmedabad/goyal-and-co-construction-vishal-residency-in-satellite-1438156
satellite,2,1400,5357,Ready to move,7499800,Shubh 2,https://www.makaan.com/ahmedabad/shubh-promoters-and-developers-2-in-satellite-1436293
satellite,3,1710,7660,Ready to move,13098600,Shannon Projects LLP Sierra,https://www.makaan.com/ahmedabad/shannon-projects-llp-sierra-in-satellite-3313520
satellite,3,1700,7352,Ready to move,12498400,Ayaan Essence 171,https://www.makaan.com/ahmedabad/ayaan-abode-llp-essence-171-in-satellite-3364370
satellite,4,3060,9313,Ready to move,28497780,Exce Vivekanand Arise,https://www.makaan.com/ahmedabad/excel-life-space-vivekanand-arise-in-satellite-3192013
satellite,4,4000,6200,Under Construction,24800000,Prerna Viraj,https://www.makaan.com/ahmedabad/prerna-infrabuild-viraj-in-satellite-1436342
satellite,3,1800,3333,Ready to move,5999400,Ratnaakar Halcyon,https://www.makaan.com/ahmedabad/ratnaakar-group-halcyon-in-satellite-1459440
satellite,4,3720,7796,Under Construction,29001120,Scarlet Heights,https://www.makaan.com/ahmedabad/scarlet-infrastucture-heights-in-satellite-1438090
satellite,4,3745,7798,Under Construction,29203510,Ratnaakar Halcyon,https://www.makaan.com/ahmedabad/ratnaakar-group-halcyon-in-satellite-1459440
satellite,4,3480,7788,Under Construction,27102240,Aaryarath Vibgyor,https://www.makaan.com/ahmedabad/aaryarath-developers-vibgyor-in-satellite-3320008
satellite,4,3600,7778,Under Construction,28000800,Kamnath Sepal Residency,https://www.makaan.com/ahmedabad/kamnath-sepal-residency-in-satellite-513172
satellite,4,3550,7803,Under Construction,27700650,Shree Ami Infrastructure Pearl Apartments,https://www.makaan.com/ahmedabad/shree-ami-infrastructure-pearl-apartments-in-satellite-1451643
