locality_name,bhks,per_sq_ft_area,price_per_sq_ft_area,construction_status,price,appt_name,appt_link
shela,3,1435,5923,Ready to move,8499505,Siddhi Priya Imperial,https://www.makaan.com/ahmedabad/siddhi-priya-developer-imperial-in-shela-3114799
shela,3,1525,3946,Under Construction,6017650,Gamara Exotica,https://www.makaan.com/ahmedabad/gamara-construction-co-exotica-in-shela-3251184
shela,2,1275,3743,Under Construction,4772325,Elenza Greenfield,https://www.makaan.com/ahmedabad/elenza-developers-greenfield-in-shela-3087536
shela,2,1290,3450,Under Construction,4450500,Elenza Greenfield,https://www.makaan.com/ahmedabad/elenza-developers-greenfield-in-shela-3087536
shela,2,1250,3650,Under Construction,4562500,Elenza Greenfield,https://www.makaan.com/ahmedabad/elenza-developers-greenfield-in-shela-3087536
shela,3,1610,3750,Under Construction,6037500,Elenza Greenfield,https://www.makaan.com/ahmedabad/elenza-developers-greenfield-in-shela-3087536
shela,3,1760,3700,Under Construction,6512000,Elenza Greenfield,https://www.makaan.com/ahmedabad/elenza-developers-greenfield-in-shela-3087536
shela,3,1760,3602,Under Construction,6339520,Gamara Exotica,https://www.makaan.com/ahmedabad/gamara-construction-co-exotica-in-shela-3251184
shela,4,2350,9665,Under Construction,22712750,Elenza Greenfield,https://www.makaan.com/ahmedabad/elenza-developers-greenfield-in-shela-3087536
shela,4,1800,9536,Under Construction,17164800,Elenza Greenfield,https://www.makaan.com/ahmedabad/elenza-developers-greenfield-in-shela-3087536
shela,3,1600,9549,Under Construction,15278400,Elenza Greenfield,https://www.makaan.com/ahmedabad/elenza-developers-greenfield-in-shela-3087536
shela,3,1795,4244,Under Construction,7617980,Gamara Exotica,https://www.makaan.com/ahmedabad/gamara-construction-co-exotica-in-shela-3251184
shela,3,1510,3862,Under Construction,5831620,Siddhi Priya Imperial,https://www.makaan.com/ahmedabad/siddhi-priya-developer-imperial-in-shela-3114799
shela,4,3263,4903,Under Construction,15998489,Elenza Greenfield,https://www.makaan.com/ahmedabad/elenza-developers-greenfield-in-shela-3087536
shela,3,2640,5421,Under Construction,14311440,Goyal And Co Riviera Springs,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-springs-in-shela-3006853
shela,3,1725,3749,Under Construction,6467025,GSG Abode Orchid Sky,https://www.makaan.com/ahmedabad/gsg-abode-llp-orchid-sky-in-shela-2046528
shela,3,1701,3797,Under Construction,6458697,Deep Indraprasth Ixora,https://www.makaan.com/ahmedabad/deep-group-of-companies-indraprasth-ixora-in-shela-3402333
shela,4,3152,4100,Under Construction,12923200,Sun Atmosphere,https://www.makaan.com/ahmedabad/sun-realty-ahmedabad-atmosphere-in-shela-3050775
shela,4,4145,5375,Under Construction,22279375,Sun Atmosphere,https://www.makaan.com/ahmedabad/sun-realty-ahmedabad-atmosphere-in-shela-3050775
shela,4,4145,5375,Under Construction,22279375,Goyal And Co Orchid Heights,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-orchid-heights-in-shela-1419866
shela,4,3775,5562,Ready to move,20996550,Goyal And Co Riviera Springs,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-springs-in-shela-3006853
shela,4,3028,9247,Ready to move,27999916,Goyal And Co Orchid Legacy,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-orchid-legacy-in-shela-2039978
shela,4,4130,5500,Under Construction,22715000,Goyal And Co Orchid Legacy,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-orchid-legacy-in-shela-2039978
shela,3,1435,5087,Ready to move,7299845,Goyal And Co Orchid Heaven,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-orchid-heaven-in-shela-1411143
shela,3,1492,4524,Ready to move,6749808,Goyal And Co Riviera Springs,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-springs-in-shela-3006853
shela,3,1701,4761,Under Construction,8098461,Safal Riviera Aspire,https://www.makaan.com/ahmedabad/safal-goyal-realty-riviera-aspire-in-shela-3159688
shela,3,1701,4585,Under Construction,7799085,Safal Riviera Aspire,https://www.makaan.com/ahmedabad/safal-goyal-realty-riviera-aspire-in-shela-3159688
shela,3,1701,4644,Under Construction,7899444,Goyal And Co Riviera Elite,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-elite-in-shela-3020454
shela,3,1700,5000,Under Construction,8500000,Sun Atmosphere,https://www.makaan.com/ahmedabad/sun-realty-ahmedabad-atmosphere-in-shela-3050775
shela,3,1700,4647,Under Construction,7899900,VR Reflection,https://www.makaan.com/ahmedabad/vr-buildcon-reflection-in-shela-3242028
shela,3,1701,4526,Under Construction,7698726,Ratna Turquoise Greenz,https://www.makaan.com/ahmedabad/ratna-group-turquoise-greenz-in-shela-3092807
shela,3,1701,4409,Under Construction,7499709,VR Reflection,https://www.makaan.com/ahmedabad/vr-buildcon-reflection-in-shela-3242028
shela,3,1700,5058,Under Construction,8598600,Sun Atmosphere,https://www.makaan.com/ahmedabad/sun-realty-ahmedabad-atmosphere-in-shela-3050775
shela,3,1701,4644,Under Construction,7899444,GSG Abode Orchid Sky,https://www.makaan.com/ahmedabad/gsg-abode-llp-orchid-sky-in-shela-2046528
shela,3,1701,4761,Under Construction,8098461,Happy Uptown,https://www.makaan.com/ahmedabad/happy-group-uptown-in-shela-3418232
shela,3,1701,4703,Under Construction,7999803,Vishwanath Maher Select,https://www.makaan.com/ahmedabad/vishwanath-realtor-maher-select-in-shela-3120977
shela,3,1701,4703,Under Construction,7999803,Goyal And Co Orchid Heights,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-orchid-heights-in-shela-1419866
shela,3,1701,4879,Under Construction,8299179,Kavisha The Portrait,https://www.makaan.com/ahmedabad/kavisha-atria-llp-the-portrait-in-shela-3392406
shela,3,1700,4941,Under Construction,8399700,Samarth Stanza,https://www.makaan.com/ahmedabad/samarth-buildcon-ahmedabad-stanza-in-shela-1471461
shela,3,1701,4703,Under Construction,7999803,Sheladia Sarva,https://www.makaan.com/ahmedabad/sheladia-projects-sarva-in-shela-3004003
shela,3,1701,4703,Under Construction,7999803,Sun Shela One,https://www.makaan.com/ahmedabad/sun-builders-shela-one-in-shela-1997551
shela,3,1701,4879,Under Construction,8299179,Shilp Ananta,https://www.makaan.com/ahmedabad/shilp-infrastructure-ananta-in-shela-3061981
shela,3,1700,4941,Under Construction,8399700,Kavisha Amara,https://www.makaan.com/ahmedabad/kavisha-infrastructure-amara-in-shela-3061956
shela,3,1701,4526,Under Construction,7698726,Kavisha Amara,https://www.makaan.com/ahmedabad/kavisha-infrastructure-amara-in-shela-3061956
shela,3,1701,4820,Under Construction,8198820,GSG Abode Orchid Sky,https://www.makaan.com/ahmedabad/gsg-abode-llp-orchid-sky-in-shela-2046528
shela,4,3121,5700,Ready to move,17789700,Ratna Turquoise Blu,https://www.makaan.com/ahmedabad/ratna-group-turquoise-blu-in-shela-2027823
shela,3,1475,4711,Ready to move,6948725,Sundivine Sun Skyview,https://www.makaan.com/ahmedabad/sundivine-corporation-sun-skyview-in-shela-3414805
shela,4,1405,9252,Ready to move,12999060,Swati Chrysantha,https://www.makaan.com/ahmedabad/swati-procon-chrysantha-in-shela-1849065
shela,3,843,9489,Ready to move,7999227,Kavisha The Portrait,https://www.makaan.com/ahmedabad/kavisha-atria-llp-the-portrait-in-shela-3392406
shela,3,1750,4503,Under Construction,7880250,Sun Atmosphere,https://www.makaan.com/ahmedabad/sun-realty-ahmedabad-atmosphere-in-shela-3050775
shela,3,968,6022,Under Construction,5829296,Kavisha Amara,https://www.makaan.com/ahmedabad/kavisha-infrastructure-amara-in-shela-3061956
shela,3,968,6022,Under Construction,5829296,Goyal And Co Riviera Springs,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-springs-in-shela-3006853
shela,3,1960,5867,Ready to move,11499320,Goyal And Co Riviera Springs,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-springs-in-shela-3006853
shela,3,2598,4800,Under Construction,12470400,Goyal And Co Orchid Valley,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-orchid-valley-in-shela-3094334
shela,3,2013,6209,Ready to move,12498717,Sun Footprints,https://www.makaan.com/ahmedabad/sun-builders-footprints-in-shela-3186095
shela,4,2585,5996,Ready to move,15499660,Sun Footprints,https://www.makaan.com/ahmedabad/sun-builders-footprints-in-shela-3186095
shela,3,1985,6045,Ready to move,11999325,Sun Atmosphere,https://www.makaan.com/ahmedabad/sun-realty-ahmedabad-atmosphere-in-shela-3050775
shela,4,3121,5639,Under Construction,17599319,Sun Footprints,https://www.makaan.com/ahmedabad/sun-builders-footprints-in-shela-3186095
shela,3,2740,5000,Under Construction,13700000,Bluvian Nivaasa,https://www.makaan.com/ahmedabad/bluvian-group-nivaasa-in-shela-3364393
shela,3,2740,5000,Under Construction,13700000,Kavisha The Portrait,https://www.makaan.com/ahmedabad/kavisha-atria-llp-the-portrait-in-shela-3392406
shela,4,3538,7914,Ready to move,27999732,Kavisha The Portrait,https://www.makaan.com/ahmedabad/kavisha-atria-llp-the-portrait-in-shela-3392406
shela,3,1492,3552,Ready to move,5299584,Kavisha Aer,https://www.makaan.com/ahmedabad/kavisha-atria-llp-aer-in-shela-3302985
shela,3,1750,3800,Under Construction,6650000,Airan Shela 24,https://www.makaan.com/ahmedabad/airan-developer-shela-24-in-shela-3143306
shela,3,1710,3918,Ready to move,6699780,Ratna Turquoise Blu,https://www.makaan.com/ahmedabad/ratna-group-turquoise-blu-in-shela-2027823
shela,3,1750,3850,Under Construction,6737500,Sheladia Luxuria,https://www.makaan.com/ahmedabad/sheladia-projects-luxuria-in-shela-3130815
shela,2,1228,3827,Ready to move,4699556,Kavisha Atria,https://www.makaan.com/ahmedabad/kavisha-atria-llp-atria-in-shela-3141709
shela,2,1140,4736,Ready to move,5399040,Sun Atmosphere,https://www.makaan.com/ahmedabad/sun-realty-ahmedabad-atmosphere-in-shela-3050775
shela,3,1481,4861,Ready to move,7199141,Shilp Ananta,https://www.makaan.com/ahmedabad/shilp-infrastructure-ananta-in-shela-3061981
shela,2,1300,4692,Under Construction,6099600,Goyal And Co Orchid Valley,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-orchid-valley-in-shela-3094334
shela,3,1700,4800,Under Construction,8160000,VR Reflection,https://www.makaan.com/ahmedabad/vr-buildcon-reflection-in-shela-3242028
shela,3,2460,6504,Ready to move,15999840,Shivalik Sharda Park view 2,https://www.makaan.com/ahmedabad/shivalik-projects-sharda-park-view-2-in-shela-1371158
shela,3,1526,3350,Under Construction,5112100,VR Reflection,https://www.makaan.com/ahmedabad/vr-buildcon-reflection-in-shela-3242028
shela,3,2160,4114,Under Construction,8886240,Siddhi Priya Imperial,https://www.makaan.com/ahmedabad/siddhi-priya-developer-imperial-in-shela-3114799
shela,3,1250,4800,Ready to move,6000000,Siddhi Priya Imperial,https://www.makaan.com/ahmedabad/siddhi-priya-developer-imperial-in-shela-3114799
shela,3,1700,4352,Under Construction,7398400,Sun Atmosphere,https://www.makaan.com/ahmedabad/sun-realty-ahmedabad-atmosphere-in-shela-3050775
shela,2,1050,4857,Ready to move,5099850,Sun Atmosphere,https://www.makaan.com/ahmedabad/sun-realty-ahmedabad-atmosphere-in-shela-3050775
shela,2,1085,4608,Under Construction,4999680,Sun Atmosphere,https://www.makaan.com/ahmedabad/sun-realty-ahmedabad-atmosphere-in-shela-3050775
shela,2,1075,4837,Ready to move,5199775,Sun Atmosphere,https://www.makaan.com/ahmedabad/sun-realty-ahmedabad-atmosphere-in-shela-3050775
shela,3,1470,4761,Ready to move,6998670,Vishwanath Sarathya West,https://www.makaan.com/ahmedabad/vishwanath-builders-sarathya-west-in-shela-3092818
shela,3,1470,4761,Ready to move,6998670,Vishwanath Maher Homes 5,https://www.makaan.com/ahmedabad/vishwanath-realtor-maher-homes-5-in-shela-3185605
shela,3,1481,5941,Ready to move,8798621,Vishwanath Maher Homes 5,https://www.makaan.com/ahmedabad/vishwanath-realtor-maher-homes-5-in-shela-3185605
shela,3,1580,5316,Ready to move,8399280,Vishwanath Maher Homes 5,https://www.makaan.com/ahmedabad/vishwanath-realtor-maher-homes-5-in-shela-3185605
shela,3,1760,3900,Under Construction,6864000,Airan Shela 24,https://www.makaan.com/ahmedabad/airan-developer-shela-24-in-shela-3143306
shela,3,1436,7660,Ready to move,10999760,Kavisha The Portrait,https://www.makaan.com/ahmedabad/kavisha-atria-llp-the-portrait-in-shela-3392406
shela,4,3260,4200,Under Construction,13692000,HR Eliseo,https://www.makaan.com/ahmedabad/hr-group-ahmedabad-eliseo-in-shela-3260854
shela,2,1210,4628,Under Construction,5599880,Milap Shree Sanidhya Flora,https://www.makaan.com/ahmedabad/milap-infracon-shree-sanidhya-flora-in-shela-1889625
shela,3,1470,4761,Under Construction,6998670,Vishwanath Maher Homes 3,https://www.makaan.com/ahmedabad/vishwanath-realtor-maher-homes-3-in-shela-1972330
shela,2,1228,4519,Under Construction,5549332,Mahadev Elegance,https://www.makaan.com/ahmedabad/mahadev-group-elegance-in-shela-2035812
shela,3,2598,6000,Under Construction,15588000,Shilp Revanta,https://www.makaan.com/ahmedabad/shilp-infrastructure-revanta-in-shela-3054520
shela,4,3121,5700,Under Construction,17789700,Goyal And Co Orchid Heaven,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-orchid-heaven-in-shela-1411143
shela,3,1340,4477,Under Construction,5999180,Deep Indraprasth Ixora,https://www.makaan.com/ahmedabad/deep-group-of-companies-indraprasth-ixora-in-shela-3402333
shela,2,1067,3936,Under Construction,4199712,Sun Atmosphere,https://www.makaan.com/ahmedabad/sun-realty-ahmedabad-atmosphere-in-shela-3050775
shela,2,1213,3707,Under Construction,4496591,Goyal And Co Riviera Elite,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-elite-in-shela-3020454
shela,4,4130,5500,Under Construction,22715000,Sacred Shivansh,https://www.makaan.com/ahmedabad/sacred-nine-realty-shivansh-in-shela-3305010
shela,2,1228,4478,Under Construction,5498984,Sacred Shivansh,https://www.makaan.com/ahmedabad/sacred-nine-realty-shivansh-in-shela-3305010
shela,2,1067,3936,Under Construction,4199712,Sacred Shivansh,https://www.makaan.com/ahmedabad/sacred-nine-realty-shivansh-in-shela-3305010
shela,3,1596,3347,Under Construction,5341812,Goyal And Co Orchid Harmony,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-orchid-harmony-in-shela-510724
shela,3,1750,3950,Under Construction,6912500,Goyal And Co Riviera Springs,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-springs-in-shela-3006853
shela,3,2320,4200,Under Construction,9744000,Goyal And Co Riviera Springs,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-springs-in-shela-3006853
shela,4,3775,4200,Under Construction,15855000,Goyal And Co Riviera Springs,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-springs-in-shela-3006853
shela,3,1590,3744,Under Construction,5952960,Goyal And Co Riviera Springs,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-springs-in-shela-3006853
shela,2,1162,4388,Under Construction,5098856,Goyal And Co Riviera Springs,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-springs-in-shela-3006853
shela,3,1505,4784,Ready to move,7199920,Shivalik Sharda Park view 2,https://www.makaan.com/ahmedabad/shivalik-projects-sharda-park-view-2-in-shela-1371158
shela,3,1783,4991,Under Construction,8898953,GSG Abode Orchid Sky,https://www.makaan.com/ahmedabad/gsg-abode-llp-orchid-sky-in-shela-2046528
shela,2,1150,4347,Under Construction,4999050,Bluvian Nivaasa,https://www.makaan.com/ahmedabad/bluvian-group-nivaasa-in-shela-3364393
shela,2,675,8000,Ready to move,5400000,Elenza Gradient,https://www.makaan.com/ahmedabad/elenza-developers-gradient-in-shela-3344332
shela,2,1085,4331,Ready to move,4699135,Vishwanath Sopan,https://www.makaan.com/ahmedabad/vishwanath-builders-sopan-in-shela-676917
shela,3,737,7734,Ready to move,5699958,Happy Uptown,https://www.makaan.com/ahmedabad/happy-group-uptown-in-shela-3418232
shela,3,1750,4300,Under Construction,7525000,Happy Uptown,https://www.makaan.com/ahmedabad/happy-group-uptown-in-shela-3418232
shela,3,1700,4374,Under Construction,7435800,Swati Chrysantha,https://www.makaan.com/ahmedabad/swati-procon-chrysantha-in-shela-1849065
shela,3,868,6739,Under Construction,5849452,Sun Atmosphere,https://www.makaan.com/ahmedabad/sun-realty-ahmedabad-atmosphere-in-shela-3050775
shela,3,1750,3900,Under Construction,6825000,Sun Atmosphere,https://www.makaan.com/ahmedabad/sun-realty-ahmedabad-atmosphere-in-shela-3050775
shela,3,1434,6973,Ready to move,9999282,Ratna Turquoise Greenz,https://www.makaan.com/ahmedabad/ratna-group-turquoise-greenz-in-shela-3092807
shela,3,970,7172,Under Construction,6956840,Ratna Turquoise Greenz,https://www.makaan.com/ahmedabad/ratna-group-turquoise-greenz-in-shela-3092807
shela,3,898,7172,Under Construction,6440456,Ratna Turquoise Greenz,https://www.makaan.com/ahmedabad/ratna-group-turquoise-greenz-in-shela-3092807
shela,3,820,7407,Ready to move,6073740,Kavisha The Portrait,https://www.makaan.com/ahmedabad/kavisha-atria-llp-the-portrait-in-shela-3392406
shela,2,675,7407,Ready to move,4999725,Deep Indraprasth Ixora,https://www.makaan.com/ahmedabad/deep-group-of-companies-indraprasth-ixora-in-shela-3402333
shela,3,816,7407,Ready to move,6044112,VR Reflection,https://www.makaan.com/ahmedabad/vr-buildcon-reflection-in-shela-3242028
shela,2,665,7407,Ready to move,4925655,Goyal And Co Orchid Legacy,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-orchid-legacy-in-shela-2039978
shela,3,1760,3750,Under Construction,6600000,Safal Riviera Aspire,https://www.makaan.com/ahmedabad/safal-goyal-realty-riviera-aspire-in-shela-3159688
shela,2,659,8358,Under Construction,5507922,Goyal And Co Orchid Legacy,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-orchid-legacy-in-shela-2039978
shela,2,643,8242,Under Construction,5299606,Goyal And Co Orchid Legacy,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-orchid-legacy-in-shela-2039978
shela,2,646,8372,Under Construction,5408312,Goyal And Co Riviera Springs,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-springs-in-shela-3006853
shela,2,670,7587,Under Construction,5083290,Swati Parkside,https://www.makaan.com/ahmedabad/swati-procon-parkside-in-shela-3003017
shela,3,2405,3825,Under Construction,9199125,Swati Parkside,https://www.makaan.com/ahmedabad/swati-procon-parkside-in-shela-3003017
shela,3,1475,6440,Ready to move,9499000,HR Eternia,https://www.makaan.com/ahmedabad/hr-group-ahmedabad-eternia-in-shela-3179350
shela,4,2825,5310,Under Construction,15000750,Sun Atmosphere,https://www.makaan.com/ahmedabad/sun-realty-ahmedabad-atmosphere-in-shela-3050775
shela,2,1295,4478,Ready to move,5799010,Goyal And Co Orchid Blues,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-orchid-blues-in-shela-3095125
shela,3,1435,4808,Ready to move,6899480,West Wing Skyville,https://www.makaan.com/ahmedabad/west-wing-infrastructure-skyville-in-shela-3005015
shela,2,1185,5021,Ready to move,5949885,Elenza Green Greenwood,https://www.makaan.com/ahmedabad/elenza-green-projets-llp-greenwood-in-shela-3189073
shela,3,1510,4006,Ready to move,6049060,Vishwanath Maher Select,https://www.makaan.com/ahmedabad/vishwanath-realtor-maher-select-in-shela-3120977
shela,3,1985,6045,Ready to move,11999325,Shilp Ananta,https://www.makaan.com/ahmedabad/shilp-infrastructure-ananta-in-shela-3061981
shela,2,1350,4814,Under Construction,6498900,Elenza Green Greenwood,https://www.makaan.com/ahmedabad/elenza-green-projets-llp-greenwood-in-shela-3189073
shela,2,1210,7024,Ready to move,8499040,Sun Footprints,https://www.makaan.com/ahmedabad/sun-builders-footprints-in-shela-3186095
shela,5,8414,7499,Ready to move,63096586,Sun Footprints,https://www.makaan.com/ahmedabad/sun-builders-footprints-in-shela-3186095
shela,2,1280,3850,Under Construction,4928000,HR Eliseo II,https://www.makaan.com/ahmedabad/hr-group-ahmedabad-eliseo-ii-in-shela-3370981
shela,2,1270,3850,Under Construction,4889500,HR Eliseo II,https://www.makaan.com/ahmedabad/hr-group-ahmedabad-eliseo-ii-in-shela-3370981
shela,3,1760,3863,Under Construction,6798880,Goyal And Co Riviera Woods,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-woods-in-shela-1912732
shela,4,2300,6521,Ready to move,14998300,Kavisha The Portrait,https://www.makaan.com/ahmedabad/kavisha-atria-llp-the-portrait-in-shela-3392406
shela,4,3291,6229,Ready to move,20499639,Goyal And Co Riviera Springs,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-springs-in-shela-3006853
shela,4,3291,6289,Ready to move,20697099,Goyal And Co Riviera Springs,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-springs-in-shela-3006853
shela,3,2555,5518,Ready to move,14098490,Goyal And Co Riviera Springs,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-springs-in-shela-3006853
shela,3,2552,5838,Ready to move,14898576,Goyal And Co Riviera Springs,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-springs-in-shela-3006853
shela,3,2555,5636,Ready to move,14399980,Goyal And Co Riviera Springs,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-springs-in-shela-3006853
shela,3,978,6523,Ready to move,6379494,Goyal And Co Riviera Springs,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-springs-in-shela-3006853
shela,3,1478,4803,Ready to move,7098834,Goyal And Co Riviera Springs,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-springs-in-shela-3006853
shela,3,1260,7142,Ready to move,8998920,Goyal And Co Riviera Springs,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-springs-in-shela-3006853
shela,3,1750,4000,Under Construction,7000000,Goyal And Co Riviera Springs,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-springs-in-shela-3006853
shela,3,1725,4811,Under Construction,8298975,Goyal And Co Riviera Springs,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-springs-in-shela-3006853
shela,3,1435,5226,Ready to move,7499310,Goyal And Co Riviera Springs,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-springs-in-shela-3006853
shela,2,1260,4682,Under Construction,5899320,Goyal And Co Riviera Springs,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-riviera-springs-in-shela-3006853
shela,2,1300,4692,Under Construction,6099600,Vishwanath Sarathya West,https://www.makaan.com/ahmedabad/vishwanath-builders-sarathya-west-in-shela-3092818
shela,3,1500,8000,Ready to move,12000000,Shivalik Sharda Park view 2,https://www.makaan.com/ahmedabad/shivalik-projects-sharda-park-view-2-in-shela-1371158
shela,2,1210,4545,Under Construction,5499450,Kavisha The Portrait,https://www.makaan.com/ahmedabad/kavisha-atria-llp-the-portrait-in-shela-3392406
shela,3,1492,4491,Under Construction,6700572,Kavisha The Portrait,https://www.makaan.com/ahmedabad/kavisha-atria-llp-the-portrait-in-shela-3392406
shela,3,926,7580,Under Construction,7019080,Kavisha The Portrait,https://www.makaan.com/ahmedabad/kavisha-atria-llp-the-portrait-in-shela-3392406
shela,3,916,7663,Under Construction,7019308,Kavisha The Portrait,https://www.makaan.com/ahmedabad/kavisha-atria-llp-the-portrait-in-shela-3392406
shela,3,931,7540,Under Construction,7019740,Kavisha The Portrait,https://www.makaan.com/ahmedabad/kavisha-atria-llp-the-portrait-in-shela-3392406
shela,4,2285,10950,Under Construction,25020750,Kavisha The Portrait,https://www.makaan.com/ahmedabad/kavisha-atria-llp-the-portrait-in-shela-3392406
shela,3,1750,3600,Under Construction,6300000,Sun Footprints,https://www.makaan.com/ahmedabad/sun-builders-footprints-in-shela-3186095
shela,3,1750,4000,Under Construction,7000000,Sun Footprints,https://www.makaan.com/ahmedabad/sun-builders-footprints-in-shela-3186095
shela,3,2013,6706,Ready to move,13499178,Sun Footprints,https://www.makaan.com/ahmedabad/sun-builders-footprints-in-shela-3186095
shela,4,3291,5469,Under Construction,17998479,Kavisha Atria,https://www.makaan.com/ahmedabad/kavisha-atria-llp-atria-in-shela-3141709
shela,4,2585,6382,Ready to move,16497470,Goyal And Co Orchid Valley,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-orchid-valley-in-shela-3094334
shela,4,3270,6422,Ready to move,20999940,Vishwanath Maher Homes 4,https://www.makaan.com/ahmedabad/vishwanath-realtor-maher-homes-4-in-shela-3047924
shela,4,4464,6496,Under Construction,28998144,Ratna Turquoise Blu,https://www.makaan.com/ahmedabad/ratna-group-turquoise-blu-in-shela-2027823
shela,4,2623,9606,Under Construction,25196538,Goyal And Co Orchid Legacy,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-orchid-legacy-in-shela-2039978
shela,4,3151,7986,Under Construction,25163886,Goyal And Co Orchid Legacy,https://www.makaan.com/ahmedabad/goyal-and-co-and-hn-safal-orchid-legacy-in-shela-2039978
shela,3,935,8235,Under Construction,7699725,Shri Parshva SP Epitome,https://www.makaan.com/ahmedabad/shri-parshva-corporation-sp-epitome-in-shela-3410572
shela,2,1210,4545,Ready to move,5499450,Shri Parshva SP Epitome,https://www.makaan.com/ahmedabad/shri-parshva-corporation-sp-epitome-in-shela-3410572
shela,2,1069,4677,Ready to move,4999713,Shri Parshva SP Epitome,https://www.makaan.com/ahmedabad/shri-parshva-corporation-sp-epitome-in-shela-3410572
shela,4,4518,5998,Under Construction,27098964,Shri Parshva SP Epitome,https://www.makaan.com/ahmedabad/shri-parshva-corporation-sp-epitome-in-shela-3410572
shela,3,1725,4463,Under Construction,7698675,Shri Parshva SP Epitome,https://www.makaan.com/ahmedabad/shri-parshva-corporation-sp-epitome-in-shela-3410572
shela,3,1700,5056,Under Construction,8595200,Shri Parshva SP Epitome,https://www.makaan.com/ahmedabad/shri-parshva-corporation-sp-epitome-in-shela-3410572
shela,2,1085,3871,Under Construction,4200035,Shri Parshva SP Epitome,https://www.makaan.com/ahmedabad/shri-parshva-corporation-sp-epitome-in-shela-3410572
shela,3,1725,3809,Under Construction,6570525,Shri Parshva SP Epitome,https://www.makaan.com/ahmedabad/shri-parshva-corporation-sp-epitome-in-shela-3410572
shela,2,596,7853,Under Construction,4680388,Shri Parshva SP Epitome,https://www.makaan.com/ahmedabad/shri-parshva-corporation-sp-epitome-in-shela-3410572
shela,2,667,7853,Under Construction,5237951,Shri Parshva SP Epitome,https://www.makaan.com/ahmedabad/shri-parshva-corporation-sp-epitome-in-shela-3410572
shela,4,1764,6703,Under Construction,11824092,Shri Parshva SP Epitome,https://www.makaan.com/ahmedabad/shri-parshva-corporation-sp-epitome-in-shela-3410572
shela,4,1603,6700,Under Construction,10740100,Shri Parshva SP Epitome,https://www.makaan.com/ahmedabad/shri-parshva-corporation-sp-epitome-in-shela-3410572
shela,5,4508,7209,Under Construction,32498172,Happy Uptown,https://www.makaan.com/ahmedabad/happy-group-uptown-in-shela-3418232
shela,4,2285,10950,Under Construction,25020750,Ratna Turquoise Greenz,https://www.makaan.com/ahmedabad/ratna-group-turquoise-greenz-in-shela-3092807
shela,4,2606,7419,Under Construction,19333914,Ratna Turquoise Greenz,https://www.makaan.com/ahmedabad/ratna-group-turquoise-greenz-in-shela-3092807
